locality,zone,tier,latitude,longitude,avg_rent_per_sqft,median_rent_per_sqft,commercial_rent_per_sqft,avg_rent,median_rent,min_rent,max_rent,avg_area_sqft,median_area_sqft,sample_size,confidence,avg_bedrooms,avg_bathrooms,data_source,last_updated
Budhwar Peth,Pune,Premium,18.5204,73.8567,40.0,40.0,46.0,20000.0,20000.0,20000.0,20000.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Bund Garden,Pune,Grade A,18.5204,73.8567,31.77,34.68,36.53,25250.0,26000.0,5000.0,44000.0,756.25,737.5,4,Low,1.8,1.5,Real Property Listings,2026-02-07
CONVENT STREET,Pune,Grade A,18.5204,73.8567,27.59,27.59,31.73,25000.0,25000.0,25000.0,25000.0,906.0,906.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Chadannagara,Pune,Grade B,18.5204,73.8567,17.69,17.69,20.35,11500.0,11500.0,11500.0,11500.0,650.0,650.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Chakan,Pune,Grade C,18.5204,73.8567,14.78,14.66,17.0,8062.5,7750.0,4000.0,12500.0,565.88,570.0,8,Medium,1.8,1.5,Real Property Listings,2026-02-07
Chandan Nagar,Pune,Grade B,18.5204,73.8567,15.94,18.0,18.33,10250.0,8000.0,2500.0,18500.0,608.33,500.0,6,Medium,1.3,1.3,Real Property Listings,2026-02-07
Chandani Chowk,Pune,Grade C,18.5204,73.8567,14.62,14.62,16.81,19000.0,19000.0,19000.0,19000.0,1300.0,1300.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Chandanngar,Pune,Grade B,18.5204,73.8567,24.0,24.0,27.6,12000.0,12000.0,12000.0,12000.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Charholi,Pune,Grade B,18.5204,73.8567,16.51,16.62,18.99,9375.0,8750.0,8000.0,12000.0,573.75,580.0,4,Low,1.5,1.5,Real Property Listings,2026-02-07
Charholi Budruk,Pune,Grade C,18.5204,73.8567,13.08,13.08,15.04,8500.0,8500.0,8500.0,8500.0,650.0,650.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Charholi Kurd,Pune,Grade A,18.5204,73.8567,25.0,25.0,28.75,12000.0,12000.0,12000.0,12000.0,480.0,480.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Chavannagar,Pune,Grade B,18.5204,73.8567,16.67,16.67,19.17,10000.0,10000.0,10000.0,10000.0,600.0,600.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Chikhali,Pune,Grade B,18.5204,73.8567,16.94,17.02,19.48,11138.89,10750.0,8000.0,16000.0,678.5,624.0,18,High,1.6,1.6,Real Property Listings,2026-02-07
Chikhali Dehu alandi road,Pune,Grade C,18.5204,73.8567,13.77,13.77,15.84,15000.0,15000.0,15000.0,15000.0,1089.0,1089.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Chikhli pune,Pune,Grade C,18.5204,73.8567,13.33,13.33,15.33,10000.0,10000.0,10000.0,10000.0,750.0,750.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Chikkalvadi,Pune,Grade B,18.5204,73.8567,23.33,23.33,26.83,21000.0,21000.0,21000.0,21000.0,900.0,900.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Clover Park,Pune,Grade A,18.5204,73.8567,31.17,29.58,35.85,15416.67,15000.0,10000.0,20000.0,493.33,490.0,6,Medium,1.2,1.0,Real Property Listings,2026-02-07
Colony no.1 Shivraj nagar rahatani,Pune,Grade A,18.5204,73.8567,26.47,26.47,30.44,13500.0,13500.0,13500.0,13500.0,510.0,510.0,1,Low,1.0,2.0,Real Property Listings,2026-02-07
D. Y. Patil College Road,Pune,Grade C,18.5204,73.8567,10.67,10.67,12.27,16000.0,16000.0,16000.0,16000.0,1500.0,1500.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Daffodils building,Pune,Grade A,18.5204,73.8567,26.67,26.67,30.67,24000.0,24000.0,24000.0,24000.0,900.0,900.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Dahanukar Colony,Pune,Grade A,18.5204,73.8567,28.87,25.0,33.2,19800.0,15000.0,15000.0,31000.0,672.4,606.0,5,Medium,1.6,1.6,Real Property Listings,2026-02-07
Dangat Patil Nagar,Pune,Grade C,18.5204,73.8567,9.96,9.96,11.46,8500.0,8500.0,8500.0,8500.0,853.0,853.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Dange Chowk,Pune,Grade B,18.5204,73.8567,21.52,21.37,24.75,16900.0,18250.0,8500.0,22000.0,789.4,836.5,10,High,2.0,2.0,Real Property Listings,2026-02-07
Dapodi,Pune,Grade B,18.5204,73.8567,23.78,24.59,27.35,13600.0,13000.0,10000.0,17000.0,593.0,600.0,5,Medium,1.2,1.2,Real Property Listings,2026-02-07
Dasar,Pune,Grade A,18.5204,73.8567,26.4,26.4,30.36,14679.0,14679.0,14679.0,14679.0,556.0,556.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Datta Mandir Road,Pune,Grade B,18.5204,73.8567,17.91,17.91,20.6,24000.0,24000.0,24000.0,24000.0,1340.0,1340.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Datta Mandir road,Pune,Grade B,18.5204,73.8567,24.0,24.0,27.6,24000.0,24000.0,24000.0,24000.0,1000.0,1000.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Dattanagar,Pune,Grade B,18.5204,73.8567,16.42,18.0,18.88,11600.0,12000.0,4800.0,18000.0,675.0,650.0,3,Low,1.7,1.3,Real Property Listings,2026-02-07
Dattawadi Sinhgad road,Pune,Grade B,18.5204,73.8567,22.86,22.86,26.29,16000.0,16000.0,16000.0,16000.0,700.0,700.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Dehu,Pune,Grade C,18.5204,73.8567,12.12,12.12,13.93,4500.0,4500.0,3000.0,6000.0,425.0,425.0,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Dehu Road,Pune,Grade B,18.5204,73.8567,16.48,16.48,18.96,9000.0,9000.0,9000.0,9000.0,546.0,546.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Dehuroad,Pune,Grade B,18.5204,73.8567,15.45,15.45,17.77,8500.0,8500.0,8500.0,8500.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Dhankawdi,Pune,Grade C,18.5204,73.8567,10.0,10.0,11.5,10000.0,10000.0,10000.0,10000.0,1000.0,1000.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Dhanori,Pune,Grade B,18.5204,73.8567,20.42,20.26,23.49,15588.24,15000.0,7000.0,32500.0,789.26,750.0,34,High,1.8,1.8,Real Property Listings,2026-02-07
Dhanvantari Colony,Pune,Grade B,18.5204,73.8567,16.25,16.25,18.69,6500.0,6500.0,6500.0,6500.0,400.0,400.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Dhayari,Pune,Grade C,18.5204,73.8567,14.93,14.53,17.16,9357.14,8500.0,7000.0,15000.0,650.21,590.0,14,High,1.5,1.3,Real Property Listings,2026-02-07
Dhayari Phata,Pune,Grade B,18.5204,73.8567,18.57,17.34,21.36,14500.0,13500.0,12000.0,18000.0,780.67,800.0,3,Low,2.0,2.0,Real Property Listings,2026-02-07
Digambar Nagar,Pune,Grade B,18.5204,73.8567,21.67,21.67,24.92,26000.0,26000.0,26000.0,26000.0,1200.0,1200.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Dighi,Pune,Grade B,18.5204,73.8567,17.21,16.24,19.79,10312.5,10250.0,6000.0,15000.0,610.22,616.25,16,High,1.3,1.4,Real Property Listings,2026-02-07
Dudhane Nagar,Pune,Grade B,18.5204,73.8567,21.82,21.82,25.09,12000.0,12000.0,12000.0,12000.0,550.0,550.0,1,Low,1.0,2.0,Real Property Listings,2026-02-07
Dutt Mandir Road,Pune,Grade B,18.5204,73.8567,18.5,18.5,21.28,18500.0,18500.0,18500.0,18500.0,1000.0,1000.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Eklavya Colony,Pune,Grade A,18.5204,73.8567,27.5,27.5,31.62,27500.0,27500.0,27500.0,27500.0,1000.0,1000.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Eknath Pathare Vasti,Pune,Grade B,18.5204,73.8567,21.82,21.82,25.09,24000.0,24000.0,24000.0,24000.0,1100.0,1100.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Eon Free Zone,Pune,Grade A,18.5204,73.8567,25.83,26.28,29.71,21630.43,22000.0,10000.0,34000.0,882.0,950.0,23,High,1.9,2.0,Real Property Listings,2026-02-07
F C Road,Pune,Grade A,18.5204,73.8567,28.38,28.38,32.64,23000.0,23000.0,20000.0,26000.0,825.0,825.0,2,Low,1.5,1.5,Real Property Listings,2026-02-07
Fatima Nagar,Pune,Grade A,18.5204,73.8567,25.95,21.67,29.84,21125.0,18000.0,8500.0,40000.0,900.5,701.0,4,Low,2.0,1.8,Real Property Listings,2026-02-07
Flat No.303,Pune,Grade C,18.5204,73.8567,11.54,11.54,13.27,6000.0,6000.0,6000.0,6000.0,520.0,520.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Fursungi Gaon,Pune,Grade B,18.5204,73.8567,23.62,25.74,27.16,11000.0,10000.0,10000.0,13000.0,490.0,505.0,3,Low,1.3,1.3,Real Property Listings,2026-02-07
Gahunje,Pune,Grade A,18.5204,73.8567,25.56,25.56,29.39,14000.0,14000.0,14000.0,14000.0,575.0,575.0,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Gaikwad Vasti,Pune,Grade B,18.5204,73.8567,21.02,21.02,24.17,12000.0,12000.0,12000.0,12000.0,571.0,571.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Gandhi Peth,Pune,Grade B,18.5204,73.8567,18.18,18.18,20.91,12000.0,12000.0,12000.0,12000.0,660.0,660.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Ganesh Nagar,Pune,Grade B,18.5204,73.8567,24.71,24.44,28.41,18100.0,18000.0,11000.0,27000.0,742.0,625.0,5,Medium,1.4,1.6,Real Property Listings,2026-02-07
Ganesh Peth,Pune,Grade A,18.5204,73.8567,25.62,25.62,29.47,14500.0,14500.0,12000.0,17000.0,600.0,600.0,2,Low,1.5,1.0,Real Property Listings,2026-02-07
Ganesh baug Temple,Pune,Grade B,18.5204,73.8567,21.14,21.14,24.31,13000.0,13000.0,13000.0,13000.0,615.0,615.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Ganga Nagar,Pune,Grade B,18.5204,73.8567,17.02,17.02,19.58,9750.0,9750.0,6500.0,13000.0,612.5,612.5,2,Low,1.5,1.5,Real Property Listings,2026-02-07
Gangarde Nagar,Pune,Grade B,18.5204,73.8567,23.64,23.64,27.18,13000.0,13000.0,13000.0,13000.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gangarde Nagar 1,Pune,Grade B,18.5204,73.8567,16.0,16.0,18.4,12000.0,12000.0,12000.0,12000.0,750.0,750.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gangotri Nagar,Pune,Grade A,18.5204,73.8567,27.5,27.5,31.62,5500.0,5500.0,5500.0,5500.0,200.0,200.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Ghorpadi,Pune,Grade B,18.5204,73.8567,21.31,19.0,24.5,14500.0,15000.0,12000.0,16000.0,731.25,687.5,4,Low,1.2,1.8,Real Property Listings,2026-02-07
Ghotawade Phata,Pune,Grade C,18.5204,73.8567,7.97,7.97,9.17,5500.0,5500.0,5500.0,5500.0,690.0,690.0,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Giridhar Nagar,Pune,Grade B,18.5204,73.8567,20.0,20.0,23.0,6500.0,6500.0,6500.0,6500.0,325.0,325.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gk Royal Rahadki Near Kalewadi Phata,Pune,Grade A,18.5204,73.8567,33.13,33.13,38.1,16000.0,16000.0,16000.0,16000.0,483.0,483.0,1,Low,1.0,2.0,Real Property Listings,2026-02-07
Gokhale Nagar,Pune,Grade B,18.5204,73.8567,23.08,23.08,26.54,15000.0,15000.0,15000.0,15000.0,650.0,650.0,2,Low,2.0,1.0,Real Property Listings,2026-02-07
Gokul Colony,Pune,Grade B,18.5204,73.8567,15.27,15.27,17.56,12000.0,12000.0,12000.0,12000.0,786.0,786.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Gokul Nagar,Pune,Grade B,18.5204,73.8567,22.0,22.0,25.3,11000.0,11000.0,11000.0,11000.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gondhale Nagar,Pune,Grade C,18.5204,73.8567,13.88,14.29,15.97,7666.67,8500.0,5500.0,9000.0,548.33,550.0,3,Low,1.3,1.0,Real Property Listings,2026-02-07
Gujarat Colony,Pune,Grade A,18.5204,73.8567,36.67,36.67,42.17,11000.0,11000.0,11000.0,11000.0,300.0,300.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gujrat Colony,Pune,Grade A,18.5204,73.8567,34.95,34.95,40.19,18000.0,18000.0,18000.0,18000.0,515.0,515.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gulab Nagar,Pune,Grade B,18.5204,73.8567,19.05,19.05,21.9,8000.0,8000.0,6000.0,10000.0,440.0,440.0,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Gulmohar Apts,Pune,Grade B,18.5204,73.8567,23.38,23.38,26.88,9000.0,9000.0,9000.0,9000.0,385.0,385.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gultekadi,Pune,Grade A,18.5204,73.8567,30.0,30.0,34.5,12000.0,12000.0,12000.0,12000.0,400.0,400.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Gurha Slathia,Pune,Grade B,18.5204,73.8567,18.18,18.18,20.91,10000.0,10000.0,10000.0,10000.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Guruvar Peth,Pune,Grade B,18.5204,73.8567,21.29,21.29,24.49,14250.0,14250.0,11000.0,17500.0,675.0,675.0,2,Low,2.5,1.5,Real Property Listings,2026-02-07
Handewadi,Pune,Grade C,18.5204,73.8567,14.4,13.98,16.56,10650.0,11000.0,6000.0,15000.0,754.0,837.5,10,High,1.7,1.7,Real Property Listings,2026-02-07
Handewadi road,Pune,Grade B,18.5204,73.8567,19.31,19.31,22.21,14000.0,14000.0,14000.0,14000.0,725.0,725.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Hanuman Nagar,Pune,Grade B,18.5204,73.8567,24.0,24.04,27.6,16083.33,16750.0,8000.0,20000.0,668.33,725.0,6,Medium,1.7,1.7,Real Property Listings,2026-02-07
Hingane Home Colony,Pune,Grade B,18.5204,73.8567,22.22,22.22,25.56,13000.0,13000.0,13000.0,13000.0,585.0,585.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
IVy Estate,Pune,Grade C,18.5204,73.8567,14.17,14.17,16.29,8500.0,8500.0,8500.0,8500.0,600.0,600.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Ideal Colony,Pune,Grade A,18.5204,73.8567,33.03,33.03,37.99,18500.0,18500.0,15000.0,22000.0,555.0,555.0,2,Low,1.0,1.5,Real Property Listings,2026-02-07
Ingle Nagar,Pune,Grade B,18.5204,73.8567,22.94,22.94,26.38,17500.0,17500.0,17500.0,17500.0,763.0,763.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Ivy Estate,Pune,Grade B,18.5204,73.8567,16.47,16.47,18.94,14000.0,14000.0,14000.0,14000.0,850.0,850.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Jadhav Wadi,Pune,Grade C,18.5204,73.8567,12.8,12.8,14.72,8000.0,8000.0,8000.0,8000.0,625.0,625.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Jadhav wadi,Pune,Grade C,18.5204,73.8567,14.71,14.71,16.91,12500.0,12500.0,12500.0,12500.0,850.0,850.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Jagtap Dairy,Pune,Grade B,18.5204,73.8567,18.0,18.0,20.7,9000.0,9000.0,9000.0,9000.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Jai Bhavani Nagar,Pune,Grade B,18.5204,73.8567,20.0,20.0,23.0,24005.0,24005.0,24005.0,24005.0,1200.0,1200.0,1,Low,3.0,2.0,Real Property Listings,2026-02-07
Jambhulkar Mala,Pune,Grade A,18.5204,73.8567,25.0,25.0,28.75,12500.0,12500.0,12500.0,12500.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Jawakar Nagar,Pune,Grade A,18.5204,73.8567,29.17,29.17,33.54,17500.0,17500.0,17500.0,17500.0,600.0,600.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Jyotiba Colony,Pune,Grade B,18.5204,73.8567,20.05,25.0,23.06,15500.0,13000.0,12500.0,21000.0,871.67,840.0,3,Low,2.0,2.0,Real Property Listings,2026-02-07
Kad Nagar,Pune,Grade C,18.5204,73.8567,14.0,14.0,16.1,14000.0,14000.0,14000.0,14000.0,1000.0,1000.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kalanagar,Pune,Grade A,18.5204,73.8567,25.0,25.0,28.75,10000.0,10000.0,10000.0,10000.0,400.0,400.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kalas,Pune,Grade B,18.5204,73.8567,22.33,20.83,25.68,13833.33,12500.0,7500.0,21500.0,596.67,600.0,3,Low,1.7,1.3,Real Property Listings,2026-02-07
Kale Padal,Pune,Grade B,18.5204,73.8567,18.03,17.78,20.74,9583.33,9000.0,8000.0,13000.0,533.33,500.0,6,Medium,1.3,1.3,Real Property Listings,2026-02-07
Kaleborate Nagar,Pune,Grade C,18.5204,73.8567,12.07,12.07,13.88,7000.0,7000.0,7000.0,7000.0,580.0,580.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kalepadal,Pune,Grade C,18.5204,73.8567,13.42,13.42,15.43,9500.0,9500.0,5000.0,14000.0,669.5,669.5,2,Low,1.5,1.5,Real Property Listings,2026-02-07
Kalewadi,Pune,Grade B,18.5204,73.8567,17.35,17.37,19.96,11700.0,11000.0,7000.0,16500.0,686.0,700.0,5,Medium,1.4,1.4,Real Property Listings,2026-02-07
Kalewadi Phata,Pune,Grade B,18.5204,73.8567,17.69,17.69,20.35,9200.0,9200.0,9200.0,9200.0,520.0,520.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kamgar Nagar,Pune,Grade B,18.5204,73.8567,22.61,22.61,26.0,13000.0,13000.0,13000.0,13000.0,575.0,575.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kanhe,Pune,Grade C,18.5204,73.8567,12.83,12.83,14.76,5500.0,5500.0,3000.0,8000.0,475.0,475.0,2,Low,1.5,1.5,Real Property Listings,2026-02-07
Karan Ashiyana CHS,Pune,Grade A,18.5204,73.8567,38.33,38.33,44.08,23000.0,23000.0,23000.0,23000.0,600.0,600.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Karpe Nagar,Pune,Grade B,18.5204,73.8567,17.86,17.86,20.54,20000.0,20000.0,20000.0,20000.0,1120.0,1120.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kasar Amboli,Pune,Grade C,18.5204,73.8567,13.41,11.43,15.42,8666.67,8000.0,8000.0,10000.0,684.92,700.0,3,Low,2.0,2.0,Real Property Listings,2026-02-07
Kasarsai,Pune,Grade C,18.5204,73.8567,11.11,11.11,12.78,8500.0,8500.0,8500.0,8500.0,765.0,765.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kasarwadi,Pune,Grade B,18.5204,73.8567,19.11,19.11,21.98,15500.0,15500.0,15000.0,16000.0,831.5,831.5,2,Low,2.0,1.5,Real Property Listings,2026-02-07
Kasba Peth,Pune,Grade B,18.5204,73.8567,23.51,23.51,27.04,22500.0,22500.0,22000.0,23000.0,1025.0,1025.0,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Kashid Nagar,Pune,Grade B,18.5204,73.8567,24.81,24.81,28.53,16000.0,16000.0,16000.0,16000.0,645.0,645.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kashid Park,Pune,Grade B,18.5204,73.8567,19.43,19.43,22.34,17000.0,17000.0,17000.0,17000.0,875.0,875.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kaspate Vasti,Pune,Grade B,18.5204,73.8567,23.35,22.73,26.85,18770.59,18000.0,11100.0,27000.0,838.59,810.0,17,High,2.0,1.9,Real Property Listings,2026-02-07
Kasptewasti,Pune,Grade B,18.5204,73.8567,16.15,16.15,18.58,10500.0,10500.0,10500.0,10500.0,650.0,650.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kasurdi,Pune,Premium,18.5204,73.8567,107.64,107.64,123.79,5000.0,5000.0,5000.0,5000.0,46.45,46.45,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kate Wasti,Pune,Grade B,18.5204,73.8567,17.35,17.35,19.95,17000.0,17000.0,17000.0,17000.0,980.0,980.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Katey Basti,Pune,Grade B,18.5204,73.8567,23.53,23.53,27.06,24000.0,24000.0,24000.0,24000.0,1020.0,1020.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kausar Baug,Pune,Grade B,18.5204,73.8567,22.09,22.09,25.41,19000.0,19000.0,19000.0,19000.0,860.0,860.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kedari Nagar,Pune,Grade B,18.5204,73.8567,20.34,20.34,23.39,30000.0,30000.0,30000.0,30000.0,1475.0,1475.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Kemse Vasti,Pune,Grade A,18.5204,73.8567,25.54,25.54,29.38,13500.0,13500.0,13000.0,14000.0,530.0,530.0,2,Low,1.0,1.5,Real Property Listings,2026-02-07
Keshav Nagar,Pune,Grade B,18.5204,73.8567,23.16,24.0,26.63,18290.7,18000.0,4100.0,39000.0,813.39,714.0,43,High,1.9,1.8,Real Property Listings,2026-02-07
Keshav nagar,Pune,Grade B,18.5204,73.8567,18.69,18.69,21.5,10000.0,10000.0,10000.0,10000.0,535.0,535.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Keshavnagar,Pune,Grade A,18.5204,73.8567,26.61,26.61,30.6,19000.0,19000.0,19000.0,19000.0,714.0,714.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Keshvnagar,Pune,Grade A,18.5204,73.8567,25.0,25.0,28.75,20000.0,20000.0,20000.0,20000.0,800.0,800.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kesnand,Pune,Grade C,18.5204,73.8567,12.9,13.15,14.83,6750.0,7250.0,3500.0,9000.0,532.75,585.0,4,Low,1.2,1.2,Real Property Listings,2026-02-07
Khadki,Pune,Grade B,18.5204,73.8567,24.79,23.08,28.51,19000.0,17000.0,15000.0,30000.0,811.6,900.0,5,Medium,1.6,1.6,Real Property Listings,2026-02-07
Khandve Nagar,Pune,Grade B,18.5204,73.8567,19.43,19.43,22.35,11250.0,11250.0,7500.0,15000.0,562.5,562.5,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Kirkatwadi,Pune,Grade C,18.5204,73.8567,9.33,9.33,10.73,7000.0,7000.0,7000.0,7000.0,750.0,750.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kirtane Baugh,Pune,Grade C,18.5204,73.8567,5.5,5.5,6.33,24768.74,24768.74,24768.74,24768.74,4500.0,4500.0,1,Low,4.0,4.0,Real Property Listings,2026-02-07
Kiwale,Pune,Grade B,18.5204,73.8567,17.3,17.33,19.9,13000.0,13000.0,8000.0,22000.0,750.11,750.0,9,Medium,1.8,1.8,Real Property Listings,2026-02-07
Kolawadi,Pune,Grade C,18.5204,73.8567,8.96,8.96,10.3,6000.0,6000.0,6000.0,6000.0,670.0,670.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kolhewadi,Pune,Grade C,18.5204,73.8567,13.0,13.0,14.95,6500.0,6500.0,6500.0,6500.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kondwa budruk . Tilekar nagar,Pune,Grade C,18.5204,73.8567,13.33,13.33,15.33,7000.0,7000.0,7000.0,7000.0,525.0,525.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Krishna Nagar,Pune,Grade A,18.5204,73.8567,28.75,28.75,33.06,23000.0,23000.0,23000.0,23000.0,800.0,800.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kudale Baug,Pune,Grade C,18.5204,73.8567,12.22,12.22,14.06,11000.0,11000.0,11000.0,11000.0,900.0,900.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Kumathekar road,Pune,Grade A,18.5204,73.8567,32.73,32.73,37.64,18000.0,18000.0,18000.0,18000.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kunal Icon road,Pune,Grade A,18.5204,73.8567,29.41,29.41,33.82,12500.0,12500.0,12500.0,12500.0,425.0,425.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kundan Nagar,Pune,Grade B,18.5204,73.8567,22.78,22.78,26.19,20500.0,20500.0,20500.0,20500.0,900.0,900.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kunj Colony,Pune,Grade B,18.5204,73.8567,20.76,20.76,23.87,23000.0,23000.0,21000.0,25000.0,1300.0,1300.0,2,Low,2.5,2.5,Real Property Listings,2026-02-07
Kuthwad Colony,Pune,Grade A,18.5204,73.8567,26.0,26.0,29.9,13000.0,13000.0,13000.0,13000.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kutwal Colony,Pune,Grade B,18.5204,73.8567,21.08,21.43,24.25,12700.0,12000.0,8500.0,16500.0,598.0,550.0,5,Medium,1.4,1.4,Real Property Listings,2026-02-07
LAW COLLAGE ROAD,Pune,Grade A,18.5204,73.8567,32.35,32.35,37.21,55000.0,55000.0,55000.0,55000.0,1700.0,1700.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Lane 1 Sakore Nagar Behind iDBI bank,Pune,Grade A,18.5204,73.8567,32.73,32.73,37.64,18000.0,18000.0,18000.0,18000.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Lane 2,Pune,Grade B,18.5204,73.8567,15.38,15.38,17.69,10000.0,10000.0,10000.0,10000.0,650.0,650.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Law College Road,Pune,Premium,18.5204,73.8567,40.68,40.68,46.79,37500.0,37500.0,20000.0,55000.0,872.5,872.5,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Laxman Nagar,Pune,Grade A,18.5204,73.8567,26.61,26.67,30.6,25785.71,28000.0,15000.0,35000.0,1011.0,850.0,7,Medium,2.1,2.3,Real Property Listings,2026-02-07
Laxmi Colony,Pune,Grade B,18.5204,73.8567,16.36,15.37,18.81,9200.0,8300.0,8300.0,11000.0,560.0,540.0,3,Low,1.0,1.0,Real Property Listings,2026-02-07
Laxmi Nagar,Pune,Grade A,18.5204,73.8567,36.67,36.67,42.17,22000.0,22000.0,22000.0,22000.0,600.0,600.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Laxmi Road,Pune,Premium,18.5204,73.8567,41.67,41.67,47.92,10000.0,10000.0,10000.0,10000.0,240.0,240.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Laxmi-Narayan Nagar,Pune,Grade B,18.5204,73.8567,20.0,20.0,23.0,15000.0,15000.0,10000.0,20000.0,750.0,750.0,2,Low,2.0,2.0,Real Property Listings,2026-02-07
